x  y  z   error
0.0392699  0.0392699  0.0392699  -0.00103186
0.0392699  0.0392699  0.11781  -0.00090331
0.0392699  0.0392699  0.19635  -0.000517656
0.0392699  0.0392699  0.274889  -0.000260554
0.0392699  0.0392699  0.353429  -0.000646207
0.0392699  0.0392699  0.431969  -0.000389105
0.0392699  0.0392699  0.510509  -0.000646207
0.0392699  0.0392699  0.589049  -0.000260554
0.0392699  0.0392699  0.667588  -0.000132002
0.0392699  0.0392699  0.746128  -0.000774759
0.0392699  0.0392699  0.824668  0.0001251
0.0392699  0.0392699  0.903208  -0.000260554
0.0392699  0.0392699  0.981748  -0.000132002
0.0392699  0.0392699  1.06029  -0.000260554
0.0392699  0.0392699  1.13883  -3.45123e-06
0.0392699  0.0392699  1.21737  -0.000132002
0.0392699  0.0392699  1.29591  -3.45123e-06
0.0392699  0.0392699  1.37445  0.0001251
0.0392699  0.0392699  1.45299  0.0001251
0.0392699  0.0392699  1.53153  0.0001251
0.0392699  0.11781  0.0392699  -0.000646207
0.0392699  0.11781  0.11781  -0.000260554
0.0392699  0.11781  0.19635  -0.000517656
0.0392699  0.11781  0.274889  -0.000646207
0.0392699  0.11781  0.353429  -0.000260554
0.0392699  0.11781  0.431969  -0.000517656
0.0392699  0.11781  0.510509  -0.000646207
0.0392699  0.11781  0.589049  -0.000260554
0.0392699  0.11781  0.667588  -0.000389105
0.0392699  0.11781  0.746128  -0.000517656
0.0392699  0.11781  0.824668  0.0001251
0.0392699  0.11781  0.903208  -0.000646207
0.0392699  0.11781  0.981748  -0.000260554
0.0392699  0.11781  1.06029  -3.45123e-06
0.0392699  0.11781  1.13883  0.0001251
0.0392699  0.11781  1.21737  0.0001251
0.0392699  0.11781  1.29591  -3.45123e-06
0.0392699  0.11781  1.37445  -0.000132002
0.0392699  0.11781  1.45299  -3.45123e-06
0.0392699  0.11781  1.53153  0.0001251
0.0392699  0.19635  0.0392699  -0.00116041
0.0392699  0.19635  0.11781  -0.000517656
0.0392699  0.19635  0.19635  -0.000389105
0.0392699  0.19635  0.274889  -0.000517656
0.0392699  0.19635  0.353429  -3.45123e-06
0.0392699  0.19635  0.431969  -0.000389105
0.0392699  0.19635  0.510509  -0.00116041
0.0392699  0.19635  0.589049  -0.000646207
0.0392699  0.19635  0.667588  -0.000260554
0.0392699  0.19635  0.746128  -0.000517656
0.0392699  0.19635  0.824668  0.0001251
0.0392699  0.19635  0.903208  -0.000517656
0.0392699  0.19635  0.981748  -0.000260554
0.0392699  0.19635  1.06029  -3.45123e-06
0.0392699  0.19635  1.13883  -0.000132002
0.0392699  0.19635  1.21737  -0.000132002
0.0392699  0.19635  1.29591  0.0001251
0.0392699  0.19635  1.37445  -0.000132002
0.0392699  0.19635  1.45299  -0.000260554
0.0392699  0.19635  1.53153  0.0001251
0.0392699  0.274889  0.0392699  -0.000517656
0.0392699  0.274889  0.11781  -0.000132002
0.0392699  0.274889  0.19635  -0.000132002
0.0392699  0.274889  0.274889  -0.000517656
0.0392699  0.274889  0.353429  -0.000646207
0.0392699  0.274889  0.431969  -0.000517656
0.0392699  0.274889  0.510509  -3.45123e-06
0.0392699  0.274889  0.589049  -0.000389105
0.0392699  0.274889  0.667588  -3.45123e-06
0.0392699  0.274889  0.746128  -0.000646207
0.0392699  0.274889  0.824668  0.0001251
0.0392699  0.274889  0.903208  -3.45123e-06
0.0392699  0.274889  0.981748  -3.45123e-06
0.0392699  0.274889  1.06029  -0.000260554
0.0392699  0.274889  1.13883  -0.000132002
0.0392699  0.274889  1.21737  -3.45123e-06
0.0392699  0.274889  1.29591  0.0001251
0.0392699  0.274889  1.37445  -3.45123e-06
0.0392699  0.274889  1.45299  0.0001251
0.0392699  0.274889  1.53153  0.0001251
0.0392699  0.353429  0.0392699  -0.000774759
0.0392699  0.353429  0.11781  -0.000517656
0.0392699  0.353429  0.19635  -0.000774759
0.0392699  0.353429  0.274889  -0.000389105
0.0392699  0.353429  0.353429  -0.000389105
0.0392699  0.353429  0.431969  -0.000646207
0.0392699  0.353429  0.510509  -0.000389105
0.0392699  0.353429  0.589049  -3.45123e-06
0.0392699  0.353429  0.667588  -0.000389105
0.0392699  0.353429  0.746128  -0.000389105
0.0392699  0.353429  0.824668  0.0001251
0.0392699  0.353429  0.903208  -0.000260554
0.0392699  0.353429  0.981748  -0.000260554
0.0392699  0.353429  1.06029  -3.45123e-06
0.0392699  0.353429  1.13883  -3.45123e-06
0.0392699  0.353429  1.21737  -3.45123e-06
0.0392699  0.353429  1.29591  0.0001251
0.0392699  0.353429  1.37445  0.0001251
0.0392699  0.353429  1.45299  -3.45123e-06
0.0392699  0.353429  1.53153  0.0001251
0.0392699  0.431969  0.0392699  -0.000389105
0.0392699  0.431969  0.11781  -0.000389105
0.0392699  0.431969  0.19635  -0.000646207
0.0392699  0.431969  0.274889  -0.000132002
0.0392699  0.431969  0.353429  0.0001251
0.0392699  0.431969  0.431969  -3.45123e-06
0.0392699  0.431969  0.510509  -0.000132002
0.0392699  0.431969  0.589049  -0.000517656
0.0392699  0.431969  0.667588  0.0001251
0.0392699  0.431969  0.746128  -0.000132002
0.0392699  0.431969  0.824668  0.0001251
0.0392699  0.431969  0.903208  -0.000132002
0.0392699  0.431969  0.981748  -0.000132002
0.0392699  0.431969  1.06029  -3.45123e-06
0.0392699  0.431969  1.13883  -0.000389105
0.0392699  0.431969  1.21737  -0.000132002
0.0392699  0.431969  1.29591  0.0001251
0.0392699  0.431969  1.37445  -3.45123e-06
0.0392699  0.431969  1.45299  -0.000132002
0.0392699  0.431969  1.53153  0.0001251
0.0392699  0.510509  0.0392699  -0.000389105
0.0392699  0.510509  0.11781  -0.000517656
0.0392699  0.510509  0.19635  -0.000132002
0.0392699  0.510509  0.274889  -3.45123e-06
0.0392699  0.510509  0.353429  -0.000389105
0.0392699  0.510509  0.431969  -0.000389105
0.0392699  0.510509  0.510509  -0.000646207
0.0392699  0.510509  0.589049  -0.000389105
0.0392699  0.510509  0.667588  -0.000260554
0.0392699  0.510509  0.746128  -0.000774759
0.0392699  0.510509  0.824668  0.0001251
0.0392699  0.510509  0.903208  -0.000389105
0.0392699  0.510509  0.981748  -0.000260554
0.0392699  0.510509  1.06029  -0.000132002
0.0392699  0.510509  1.13883  -3.45123e-06
0.0392699  0.510509  1.21737  -0.000132002
0.0392699  0.510509  1.29591  -0.000260554
0.0392699  0.510509  1.37445  0.0001251
0.0392699  0.510509  1.45299  0.0001251
0.0392699  0.510509  1.53153  0.0001251
0.0392699  0.589049  0.0392699  -0.000389105
0.0392699  0.589049  0.11781  -0.000517656
0.0392699  0.589049  0.19635  -0.000774759
0.0392699  0.589049  0.274889  -0.000132002
0.0392699  0.589049  0.353429  -0.000389105
0.0392699  0.589049  0.431969  -3.45123e-06
0.0392699  0.589049  0.510509  -0.000260554
0.0392699  0.589049  0.589049  -0.000260554
0.0392699  0.589049  0.667588  -0.000132002
0.0392699  0.589049  0.746128  -0.000260554
0.0392699  0.589049  0.824668  0.0001251
0.0392699  0.589049  0.903208  -0.000389105
0.0392699  0.589049  0.981748  -0.000260554
0.0392699  0.589049  1.06029  -0.000132002
0.0392699  0.589049  1.13883  -0.000132002
0.0392699  0.589049  1.21737  -3.45123e-06
0.0392699  0.589049  1.29591  -0.000132002
0.0392699  0.589049  1.37445  0.0001251
0.0392699  0.589049  1.45299  0.0001251
0.0392699  0.589049  1.53153  -3.45123e-06
0.0392699  0.667588  0.0392699  -0.000260554
0.0392699  0.667588  0.11781  -0.000646207
