Oriented crystal file

8000 atoms 
0 bonds
0 angles
0 dihedrals
0 impropers

1 atom types

0 40.95 xlo xhi
0 40.95 ylo yhi
0 81.9 zlo zhi

Atoms

1 1 0 0 0
2 1 0 0 4.095
3 1 0 0 8.19
4 1 0 0 12.285
5 1 0 0 16.38
6 1 0 0 20.475
7 1 0 0 24.57
8 1 0 0 28.665
9 1 0 0 32.76
10 1 0 0 36.855
11 1 0 0 40.95
12 1 0 0 45.045
13 1 0 0 49.14
14 1 0 0 53.235
15 1 0 0 57.33
16 1 0 0 61.425
17 1 0 0 65.52
18 1 0 0 69.615
19 1 0 0 73.71
20 1 0 0 77.805
21 1 0 4.095 0
22 1 0 4.095 4.095
23 1 0 4.095 8.19
24 1 0 4.095 12.285
25 1 0 4.095 16.38
26 1 0 4.095 20.475
27 1 0 4.095 24.57
28 1 0 4.095 28.665
29 1 0 4.095 32.76
30 1 0 4.095 36.855
31 1 0 4.095 40.95
32 1 0 4.095 45.045
33 1 0 4.095 49.14
34 1 0 4.095 53.235
35 1 0 4.095 57.33
36 1 0 4.095 61.425
37 1 0 4.095 65.52
38 1 0 4.095 69.615
39 1 0 4.095 73.71
40 1 0 4.095 77.805
41 1 0 8.19 0
42 1 0 8.19 4.095
43 1 0 8.19 8.19
44 1 0 8.19 12.285
45 1 0 8.19 16.38
46 1 0 8.19 20.475
47 1 0 8.19 24.57
48 1 0 8.19 28.665
49 1 0 8.19 32.76
50 1 0 8.19 36.855
51 1 0 8.19 40.95
52 1 0 8.19 45.045
53 1 0 8.19 49.14
54 1 0 8.19 53.235
55 1 0 8.19 57.33
56 1 0 8.19 61.425
57 1 0 8.19 65.52
58 1 0 8.19 69.615
59 1 0 8.19 73.71
60 1 0 8.19 77.805
61 1 0 12.285 0
62 1 0 12.285 4.095
63 1 0 12.285 8.19
64 1 0 12.285 12.285
65 1 0 12.285 16.38
66 1 0 12.285 20.475
67 1 0 12.285 24.57
68 1 0 12.285 28.665
69 1 0 12.285 32.76
70 1 0 12.285 36.855
71 1 0 12.285 40.95
72 1 0 12.285 45.045
73 1 0 12.285 49.14
74 1 0 12.285 53.235
75 1 0 12.285 57.33
76 1 0 12.285 61.425
77 1 0 12.285 65.52
78 1 0 12.285 69.615
79 1 0 12.285 73.71
80 1 0 12.285 77.805
81 1 0 16.38 0
82 1 0 16.38 4.095
83 1 0 16.38 8.19
84 1 0 16.38 12.285
85 1 0 16.38 16.38
86 1 0 16.38 20.475
87 1 0 16.38 24.57
88 1 0 16.38 28.665
89 1 0 16.38 32.76
90 1 0 16.38 36.855
91 1 0 16.38 40.95
92 1 0 16.38 45.045
93 1 0 16.38 49.14
94 1 0 16.38 53.235
95 1 0 16.38 57.33
96 1 0 16.38 61.425
97 1 0 16.38 65.52
98 1 0 16.38 69.615
99 1 0 16.38 73.71
100 1 0 16.38 77.805
101 1 0 20.475 0
102 1 0 20.475 4.095
103 1 0 20.475 8.19
104 1 0 20.475 12.285
105 1 0 20.475 16.38
106 1 0 20.475 20.475
107 1 0 20.475 24.57
108 1 0 20.475 28.665
109 1 0 20.475 32.76
110 1 0 20.475 36.855
111 1 0 20.475 40.95
112 1 0 20.475 45.045
113 1 0 20.475 49.14
114 1 0 20.475 53.235
115 1 0 20.475 57.33
116 1 0 20.475 61.425
117 1 0 20.475 65.52
118 1 0 20.475 69.615
119 1 0 20.475 73.71
120 1 0 20.475 77.805
121 1 0 24.57 0
122 1 0 24.57 4.095
123 1 0 24.57 8.19
124 1 0 24.57 12.285
125 1 0 24.57 16.38
126 1 0 24.57 20.475
127 1 0 24.57 24.57
128 1 0 24.57 28.665
129 1 0 24.57 32.76
130 1 0 24.57 36.855
131 1 0 24.57 40.95
132 1 0 24.57 45.045
133 1 0 24.57 49.14
134 1 0 24.57 53.235
135 1 0 24.57 57.33
136 1 0 24.57 61.425
137 1 0 24.57 65.52
138 1 0 24.57 69.615
139 1 0 24.57 73.71
140 1 0 24.57 77.805
141 1 0 28.665 0
142 1 0 28.665 4.095
143 1 0 28.665 8.19
144 1 0 28.665 12.285
145 1 0 28.665 16.38
146 1 0 28.665 20.475
147 1 0 28.665 24.57
148 1 0 28.665 28.665
149 1 0 28.665 32.76
150 1 0 28.665 36.855
151 1 0 28.665 40.95
152 1 0 28.665 45.045
153 1 0 28.665 49.14
154 1 0 28.665 53.235
155 1 0 28.665 57.33
156 1 0 28.665 61.425
157 1 0 28.665 65.52
158 1 0 28.665 69.615
159 1 0 28.665 73.71
160 1 0 28.665 77.805
161 1 0 32.76 0
162 1 0 32.76 4.095
163 1 0 32.76 8.19
164 1 0 32.76 12.285
165 1 0 32.76 16.38
166 1 0 32.76 20.475
167 1 0 32.76 24.57
168 1 0 32.76 28.665
169 1 0 32.76 32.76
170 1 0 32.76 36.855
171 1 0 32.76 40.95
172 1 0 32.76 45.045
173 1 0 32.76 49.14
174 1 0 32.76 53.235
175 1 0 32.76 57.33
176 1 0 32.76 61.425
177 1 0 32.76 65.52
178 1 0 32.76 69.615
179 1 0 32.76 73.71
180 1 0 32.76 77.805
181 1 0 36.855 0
182 1 0 36.855 4.095
183 1 0 36.855 8.19
184 1 0 36.855 12.285
185 1 0 36.855 16.38
