21.5909|2.70364|16.7852 1.53802 1.49056 0.112098
22.1192|32.19|0.344959 0.272598 1.46201 0.0160179
25.2798|22.6849|22.0114 0.799201 0.934128 0.682134
25.484|21.056|39.9739 1.20258 1.02638 0.683975
25.8851|0|40.0564 0.589923 1.44739 0.519495
28.6485|24.2214|19.4286 0.161694 0.834206 0.951378
33.1631|34.8904|26.97 0.764761 1.32565 1.2478
33.4251|13.8759|22.465 0.650511 0.59269 0.757297
33.7011|22.0984|28.7173 1.53942 0.567881 0.646347
37.0112|10.6925|0 1.48439 0.937263 0.0388914
37.0761|28.8809|35.2177 0.786488 1.56698 0.373961
37.7398|11.9217|35.8046 1.47875 0.771038 0.427767
37.7955|6.73111|27.8373 0.442494 0.048874 0.357903
39.7723|6.56779|19.1399 1.46798 0.913054 1.06115
0.188489|35.1248|1.79743 1.53461 0.00304032 1.19209
11.442|27.4596|38.5198 1.3361 1.12602 0.489448
13.4165|6.10448|31.6487 0.658335 1.16109 0.342911
14.8263|18.8943|9.10496 1.51392 0.391554 0.891635
17.3454|33.4055|24.2755 0.0960521 0.333155 0.695576
2.82765|7.91801|14.1689 0.827088 0.135254 0.197194
21.6039|34.6325|1.68608 1.20376 0.802258 0.996037
29.5338|37.1469|0.707084 0.209028 0.770927 0.596462
29.6707|32.5949|15.1444 0.205812 1.41233 0.420571
3.89444|7.62388|1.58342 1.45677 0.982708 1.49294
31.9921|2.55634|31.8652 0.586825 1.1791 1.1211
32.2067|23.4404|34.379 1.11345 1.44526 0.964583
35.3079|13.0316|18.8889 0.991208 0.933944 0.73182
37.4394|24.8691|29.3929 0.752733 1.32926 1.18567
4.63828|34.1474|28.8177 1.0315 1.51238 0.901492
40.7785|11.8739|28.6407 0.112472 1.39411 0.0712396
5.17803|25.9535|17.4769 1.23293 0.0397013 0.161617
5.67686|35.8197|25.9263 0.0339519 0.136565 1.43631
7.43659|7.89959|1.96494 0.934788 0.614684 0.653032
9.12514|14.0025|24.8406 0.137736 0.697064 0.527597
0.212563|24.5598|1.56346 1.29121 0.0921956 0.302651
0.806751|0|24.6623 0.0871112 0.7552 1.04412
0|12.5088|40.1891 1.33601 1.28644 0.584723
0|20.3625|31.6484 0.605962 0.485465 0.86182
0|22.5309|32.7085 1.22391 0.615135 1.38736
12.6198|3.12895|31.2307 0.104653 0.110567 0.49996
13.4349|24.217|27.4894 0.542575 0.393323 1.41668
14.0876|9.13351|14.5485 0.105117 1.44979 1.48037
15.6244|10.3609|40.7739 0.753218 1.49619 0.310414
19.4859|8.0607|13.2998 0.011324 0.843196 1.39686
24.4647|8.24875|0.784692 1.2383 0.875694 0.404037
30.6101|11.1017|18.4091 1.27673 0.550096 1.24352
31.4702|21.8975|12.8523 0.578259 1.12879 0.845578
33.2264|14.9239|24.0548 0.785287 0.30912 1.16111
37.2722|8.74323|25.7781 0.0982792 0.309073 0.622192
38.3689|7.22845|7.26939 0.580788 0.183389 0.891368
38.5803|16.9033|19.0592 0.626417 1.55664 0.189057
4.10256|7.86609|26.4652 0.578018 1.20139 0.763855
6.55024|20.3474|20.9199 0.791546 1.03507 0.0979015
7.65171|8.09957|24.4042 1.35261 0.981515 0.632101
0|1.45041|39.7581 1.10343 1.41641 1.49237
0|26.4875|21.3327 1.18614 0.785398 0.0136227
10.9919|37.9322|20.7928 1.19797 0.042158 1.5106
12.2259|17.1425|14.7769 1.37691 1.44383 0.309208
16.6105|34.8613|8.83765 0.495426 0.934685 1.56378
19.7699|36.9655|15.8743 0.168134 0.0939778 1.39927
2.32172|32.4753|27.1635 0.421155 1.36308 1.54794
20.2593|8.41496|15.8542 0.579584 1.4599 1.56243
24.982|13.5177|2.2343 1.26008 0.954019 1.42482
25.5368|6.30047|36.2111 0.983644 1.53338 0.414766
28.4399|18.2619|31.9664 0.843961 0.201243 1.11555
29.3318|24.9138|37.1509 1.43102 0.401191 1.18378
32.4891|16.209|1.43049 1.00716 0.363414 0.874027
33.4218|13.479|0 1.43204 0.356632 0.291179
34.518|20.0111|4.29336 0.426178 0.618266 1.04941
35.9455|16.4456|25.2623 0.532282 1.05385 1.56001
4.56817|21.7914|6.14817 0.627192 1.52548 1.21423
4.90843|10.5967|13.2978 0.501873 0.263853 0.329501
6.48919|20.0407|4.85981 0.08046 1.54411 0.0684919
9.64514|14.013|38.3726 0.0705016 0.289717 0.654208
0.816873|19.0543|10.286 0.452994 0.840424 0.0439534
1.89728|34.6663|39.7766 0.249012 1.12526 0.552323
1.99729|27.8073|0 0.433503 0.0152614 0.84913
18.9925|27.8916|37.7489 1.35169 1.29726 0.613657
2.79867|34.3385|16.8616 1.33721 0.512609 0.925181
20.2823|39.7634|12.1584 0.00441066 1.5522 0.354533
20.9338|33.3025|17.2699 0.909002 0.621567 0.144032
22.1799|37.1117|10.1592 0.100268 0.892858 0.403098
25.4926|7.86466|10.8657 0.812205 0.372353 0.139
27.1779|0.50185|27.4838 0.712988 0.0812162 1.27907
28.4655|12.1868|34.7743 0.524932 0.796497 0.923892
28.9999|30.8233|15.6939 0.729526 0.403969 1.01477
3.46738|10.6552|26.3454 0.952937 0.644088 0.172597
30.1202|0.207972|22.4253 1.32973 1.21958 1.14778
32.0712|33.5506|25.0362 0.234909 1.55545 0.636868
34.4635|40.4804|25.3665 1.09092 0.824492 1.25267
37.9891|23.8252|17.3563 0.544784 0.282783 0.500856
4.8948|26.0968|18.5108 0.728744 1.18402 0.084758
5.5084|24.9365|5.65182 1.53425 0.744626 0.269011
7.00301|31.6126|0 0.728718 0.862802 0.465564
0|18.3861|20.9387 0.261677 0.332061 0.554935
12.4081|29.5178|35.5859 1.43305 0.319649 0.341096
13.8285|22.7702|33.3281 1.06587 1.39802 1.41014
18.7101|34.1037|0.30921 0.144173 0.763993 0.86583
23.8536|8.74274|25.7024 1.05189 1.47504 0.139595
28.1133|30.705|12.1997 1.10919 1.49499 1.13301
3.48993|24.6489|3.50989 0.620801 0.703423 0.208607
32.0519|31.6529|9.89799 1.06466 1.30732 0.660656
32.4814|39.5668|6.05748 1.50508 1.01171 0.899278
35.2581|29.5007|21.5215 0.632213 1.04415 0.139005
36.1347|5.60612|11.8929 0.630245 0.287539 0.730537
37.653|5.99752|31.2866 1.03788 0.0487109 1.43288
37.6701|1.8122|4.30574 1.38099 0.747116 0.601779
37.7472|21.7639|0 0.697166 1.24804 0.589983
38.7176|0|29.5087 0.285153 1.20122 0.0727804
38.9891|36.0651|21.476 0.252029 1.27047 0.41535
39.0515|25.3819|14.0928 0.473232 0.655585 0.547063
39.671|7.64955|0 0.767434 0.781553 1.0813
4.07317|26.3372|24.4141 0.719748 0.375735 0.231096
4.07397|32.6952|13.4212 0.683411 0.335654 1.49273
0|35.6579|1.34051 1.14424 1.51091 0.57896
0|4.55916|9.18903 1.30986 0.0365636 0.552344
0|6.75586|13.8797 0.886748 1.15748 0.290678
1.67086|7.59381|30.3263 0.232748 1.54244 0.675966
12.5518|19.7032|15.0099 1.374 1.34835 0.0499615
13.0751|38.0467|35.5319 0.0887041 1.09424 0.350047
14.9016|39.306|10.799 0.638921 0.397122 0.414433
18.6115|33.7579|33.9787 0.743989 1.3685 0.603326
2.05224|12.0949|11.2463 0.449819 0.557598 0.998285
2.35394|17.8392|27.1804 1.47034 0.22902 0.795948
23.8353|37.2377|34.8402 0.338506 1.2316 0.966328
24.2054|31.0297|36.586 1.48771 0.538997 0.131334
29.6584|6.43298|0.0571604 1.14365 0.297236 0.258387
3.98333|32.2859|8.70756 0.10323 1.13915 1.4089
30.496|35.1948|28.9479 0.0463592 0.406274 0.960795
32.4796|39.4863|18.5113 0.16942 0.858033 0.001739
38.7259|34.2764|4.38909 0.457805 0.524642 0.294246
4.31449|2.04403|39.694 1.05542 0.618366 0.698547
4.62496|11.386|24.2842 1.08003 0.201985 1.30983
5.46431|29.7827|27.6855 1.42135 0.13421 1.47346
0|23.2155|20.8127 1.13427 1.17142 0.682138
0|37.3455|40.6592 0.895806 1.51317 0.221395
14.3153|36.0498|6.35578 0.592685 0.673269 0.143438
21.6994|21.7672|0 1.44281 0.0190911 0.644302
22.5061|15.0403|36.3417 1.31475 0.568905 0.528937
24.0894|33.1279|18.4399 0.917293 1.3999 0.977912
26.4745|14.0508|22.0469 0.497046 0.723664 0.253789
28.4292|20.8921|40.5613 0.123026 0.914278 1.18343
31.6645|1.6623|27.2923 0.567782 0.544121 1.26747
32.0676|0|37.5262 0.613936 1.55679 0.076332
32.393|38.003|0 0.561539 0.331701 1.39686
32.5301|33.7486|37.4065 0.860252 0.657787 0.123088
34.1827|38.5055|35.7596 0.404115 0.396966 1.4696
34.3031|28.4756|24.8297 1.34174 0.490608 0.175799
34.8647|7.42796|21.4041 1.13518 0.845858 0.365883
35.9904|10.6282|40.0897 1.41817 0.601825 0.0400856
37.0544|35.7528|1.13818 0.34867 0.44918 0.796547
39.0632|0|8.43581 1.36286 0.348783 1.32853
4.13381|0.174567|23.6748 1.049 1.4623 0.697932
8.41234|0|22.8711 0.212159 0.735491 0.797146
12.7394|24.9612|27.7028 0.185657 0.503508 0.37207
15.0485|16.6997|20.0797 1.34737 1.23552 0.959791
15.7386|15.4085|13.0691 1.49808 1.18783 0.312711
17.7413|1.95797|34.466 1.39744 0.319505 1.19773
18.5466|35.0115|37.9509 0.821539 1.01862 0.183492
19.7327|35.2643|2.90159 0.079375 1.01934 1.5046
20.6429|37.9528|18.2945 1.06293 1.43531 1.2742
22.4602|35.3399|26.463 0.856728 1.29876 0.785398
30.1326|0.640081|20.3617 1.12189 1.46189 0.527845
32.1636|26.5416|3.66201 0.461722 0.968923 0.658868
35.9948|24.7784|26.0076 0.704341 1.52041 1.05923
36.3371|23.1753|40.1517 0.705198 1.1306 0.425042
39.1641|12.4489|22.3542 1.12901 1.48785 0.217577
4.95463|15.3968|31.3055 0.299906 1.20779 1.30191
5.70054|19.463|12.6843 1.31923 0.1199 0.987531
6.00223|14.0818|36.6423 0.877404 1.4565 0.153476
7.07858|31.9277|38.9191 0.676444 0.366094 1.29262
8.75452|37.8119|19.0076 0.418554 0.334544 0.417705
9.26232|6.64231|34.4436 0.254287 0.905815 0.212749
9.55275|14.6337|23.5977 1.41895 1.05543 0.918773
0.134175|18.2803|20.3894 0.0204032 1.15627 0.848375
1.68921|40.8391|21.2948 0.111419 0.864234 0.149841
11.7693|7.4417|38.9735 0.651157 0.648467 0.657416
12.3038|8.28882|31.5979 1.31525 0.360905 1.25483
14.2064|29.4245|34.6846 0.894938 1.13082 0.0461571
15.9717|0.716038|28.0846 1.02576 0.97795 0.785398
17.4658|1.91345|35.5199 0.19573 0.503273 0.773077
19.3293|10.7907|11.2361 1.48604 1.0112 0.257352
19.584|29.2739|20.6346 0.489821 0.398672 1.00801
19.6155|18.0833|0.497409 0.635276 0.440256 0.970509
19.9979|12.2956|27.4033 0.0870513 1.04721 1.3318
20.8998|18.0882|22.8091 1.21919 0.930272 0.650345
22.783|0|27.6467 1.392 1.36551 0.628142
24.8326|13.8281|35.189 0.560426 0.922828 0.14066
26.9573|39.553|30.6978 0.325175 0.835978 0.883226
27.442|30.2257|40.6846 0.756746 1.22893 0.644905
28.3842|28.7548|28.0026 1.02546 1.292 1.098
32.2822|25.6985|17.6183 0.8744 0.680109 1.13351
40.6019|1.12623|1.4825 1.34848 0.093414 0.399564
8.22481|4.07833|2.23365 1.3422 0.445396 1.30468
13.0438|0|21.1371 0.855199 0.904526 0.736647
15.0437|22.088|12.3854 1.42618 1.48297 1.38335
18.1436|25.6395|20.7547 0.0155586 1.44792 1.48606
21.4194|28.7212|16.2172 0.685009 1.45867 0.963649
22.5899|6.91151|17.3325 0.819829 1.08208 1.20388
24.1776|0|12.3673 1.00001 1.13348 0.586369
25.8668|13.0805|10.2934 0.437475 1.21596 0.138806
26.6196|16.4664|28.9634 0.710815 0.994022 0.143371
27.5248|38.2772|34.8287 1.32853 1.02833 0.882944
30.3105|35.7411|1.42663 0.370524 1.49656 0.379341
31.1551|24.0139|2.19149 0.833721 1.49746 0.611889
35.4685|31.3744|18.5703 0.642342 1.36662 0.279696
36.7035|6.35424|16.4332 0.0188583 0.286698 0.97859
37.7791|6.60029|0 1.43874 0.14846 1.45659
39.046|6.20125|8.80698 0.454496 0.0857115 1.53121
39.835|12.829|12.1901 0.21067 0.358372 1.25686
7.0937|16.3415|19.3342 1.44235 0.0350097 1.36288
7.09861|38.2234|12.2018 0.785875 1.51312 0.2089
7.80558|36.1239|14.7966 0.284798 1.37034 0.0296086
9.90159|5.27212|40.8723 0.182755 0.839535 1.27891
0.524763|17.2131|7.70803 0.882021 0.311314 1.41363
0.713184|20.584|7.54268 0.747065 1.54914 1.03088
16.8915|20.2094|9.11492 1.20412 1.48902 0.284882
19.9277|1.91226|22.8196 0.0164474 1.0491 1.13306
2.44744|17.4612|15.6849 0.261322 0.216574 0.800513
2.77662|4.67493|36.4251 1.34284 0.0542275 0.241063
2.9586|12.7035|24.8654 0.746309 1.39367 0.76729
24.0204|39.8229|15.4461 1.55307 1.55079 0.105602
26.9655|11.5156|32.2981 0.392151 1.27205 0.296273
27.8615|12.9137|11.8779 0.0951235 0.963666 1.23373
28.5598|16.6584|38.3289 1.04366 0.225479 0.607258
29.7099|25.5395|20.6673 0.0837379 1.19392 0.770494
36.0236|3.06843|17.409 1.14338 0.0107224 0.279757
36.6074|14.1633|26.038 0.552285 0.432245 0.999692
37.0478|13.8736|10.387 0.76984 0.903737 1.07186
37.1383|7.88522|11.1315 0.0460089 0.40019 1.13544
38.0717|30.3718|19.5077 0.942511 1.51743 1.57055
39.7144|10.2265|8.99549 1.09874 1.2059 0.337333
4.69027|25.7261|23.8956 1.4781 1.01797 0.342748
7.81985|1.51212|17.8472 0.184242 1.56679 0.740904
0.498527|19.6621|37.7934 0.288773 0.348964 1.224
11.2484|5.61893|33.0419 0.790922 0.562923 1.11584
12.9611|26.3508|30.4534 0.838241 0.958191 0.264595
13.1723|38.7261|23.4983 1.09403 1.25828 0.106583
15.7576|0|29.5513 1.50091 0.381145 0.956339
17.2283|14.8272|10.0596 1.24732 0.585395 0.145526
18.259|30.4942|32.7495 0.0323947 0.374519 0.47153
19.0558|21.8196|21.3563 1.49399 1.47825 0.787738
19.0753|16.3596|38.3019 1.26949 0.335223 0.587025
20.7785|33.7739|32.2662 1.15144 0.207601 1.03214
22.6626|0.506643|40.6139 1.52796 1.26051 0.403008
24.8905|3.27957|31.6215 1.48431 0.0759886 0.0722878
28.9456|0|23.5833 1.02182 0.643718 0.433146
3.81555|34.2587|2.01184 1.26882 0.272148 0.743366
30.2498|18.3107|35.6887 0.367839 1.15037 0.49228
31.6034|3.99993|36.3411 1.17257 1.22128 0.742842
34.6733|16.2252|31.9058 0.674016 0.759385 0.0451813
6.14438|6.76915|9.93921 1.36206 0.710574 0.23081
7.55014|5.81419|1.56699 0.676364 1.10636 1.06487
7.94815|19.4727|0.839548 1.37027 0.900216 1.0329
0.410739|14.2537|31.7981 0.472042 0.0721627 0.642367
0.712524|2.64057|9.94021 1.25836 1.44429 1.03114
1.06709|35.5219|9.94904 0.272863 1.5599 0.346482
11.2685|7.64236|14.0938 0.489602 1.03961 0.935235
17.7785|33.4323|11.1259 1.51185 0.878104 0.219833
18.9473|16.8008|18.4307 0.458283 0.977508 0.206174
21.4336|18.248|37.8385 0.568973 0.191632 1.42876
24.9117|12.9016|3.47122 0.507173 0.187874 1.3936
24.9417|20.1244|0.27924 1.54883 1.34974 1.2374
27.7275|34.1449|13.7665 1.4441 0.654116 0.440382
3.52221|30.2919|18.8965 1.44805 0.676722 1.01244
3.6847|32.3653|16.5541 1.15778 0.506404 0.0735923
3.89916|14.9595|13.867 0.229035 0.771007 1.47986
31.6718|7.70755|6.52524 0.142022 0.19294 1.44622
32.8143|16.2209|34.1467 0.97564 0.172966 1.31083
37.6677|18.1365|33.8909 1.34641 1.40124 0.775306
37.947|8.85835|0.648443 0.167243 1.50252 1.32902
38.5964|21.0967|8.9117 0.917354 0.627357 0.891257
4.87585|15.715|6.03827 0.737267 0.661536 0.428397
40.3701|15.716|5.78212 0.358854 0.256981 1.31597
10.6564|13.8363|14.0509 1.40851 0.862271 0.473883
11.7123|5.57373|16.3718 0.341325 0.203963 0.638669
17.7601|13.8846|27.5539 0.628108 0.995168 1.31168
21.2784|16.2447|6.76308 0.233954 0.814812 0.60555
22.9155|5.57592|35.4482 0.589976 0.910981 0.500914
23.3667|8.18741|19.6385 1.30278 1.07305 0.0893162
23.9047|0.0886704|12.8156 0.975103 0.19106 0.105719
27.5208|35.6452|20.8383 0.125093 0.00544858 0.481414
29.4276|7.08003|10.6486 0.0158097 1.28743 1.11412
32.3545|23.1798|25.8514 0.785398 1.19039 0.52848
34.1937|37.5477|6.94942 1.14738 1.25092 0.467193
35.4627|18.3173|21.1848 0.983801 0.661464 1.45703
36.377|39.4345|33.8284 0.127246 1.42435 1.46293
36.9838|5.88778|19.9729 0.33724 0.0941625 1.49097
37.3276|17.806|13.5563 0.388386 0.31299 0.241866
38.0502|14.6949|38.9907 1.55943 0.982861 1.14462
40.0914|16.0102|18.7712 0.80245 0.920816 1.50343
40.1185|9.03625|0.989264 1.34256 0.240465 1.35911
6.54371|6.40743|26.412 1.30484 1.01994 0.634603
7.88229|39.6113|14.9505 0.556499 1.56241 0.786498
0.3626|25.0452|29.0322 0.869599 0.269009 0.662748
1.75524|13.9303|4.46535 1.0135 1.54875 1.02925
13.9973|39.8738|20.9419 1.14427 0.34947 0.42887
14.1833|19.0165|39.4243 0.469289 1.42888 1.43522
18.6836|17.7998|9.31245 0.149317 1.29936 0.505775
21.1292|8.97521|9.96477 1.28719 0.250953 1.00219
24.9947|15.1509|30.7549 0.603257 0.958184 1.12625
25.1247|21.5157|16.5116 0.187228 1.04055 0.745951
26.2384|20.8276|19.0469 0.703996 1.05578 1.04289
3.13469|3.16224|19.2738 0.311196 0.397165 0.818122
36.9993|12.7861|3.96567 1.24015 0.414629 1.19181
39.0359|23.1273|0.130032 0.915027 0.882736 0.909754
39.4232|16.5554|35.1285 0.0361119 1.08119 0.39321
4.68489|39.5112|36.8467 1.27294 0.856035 0.557179
40.0877|5.22447|38.0074 0.178471 0.746305 0.112836
40.2619|2.53525|19.3965 0.0171428 0.3954 1.44108
5.72091|17.0649|7.62759 0.577337 0.197685 0.918563
6.36486|26.7067|1.11362 0.813749 1.29848 0.678685
7.57679|17.8809|32.6292 0.21178 0.0129423 0.505872
9.10245|19.4077|16.0739 0.970914 0.347796 0.907489
1.05623|13.0003|1.41555 0.509986 0.377283 0.495473
10.7623|34.4321|16.248 0.302841 0.292914 1.45357
13.9623|33.7553|13.7561 0.316919 1.07579 0.894174
2.25874|6.41703|26.4191 1.50627 0.401917 1.48626
21.0275|26.5083|35.2432 1.43156 0.730559 0.661471
22.6808|1.30997|17.6342 0.5753 0.934626 0.661061
23.5661|18.646|9.43873 0.747381 1.44877 0.405707
27.4254|0|5.92191 1.20169 0.192181 1.22558
35.5499|33.117|39.1993 0.0213831 0.785398 0.735544
38.9052|22.7467|33.7791 0.302855 1.14094 0.0673313
