x  y  z   error
0.0392699  0.0392699  0.0392699  -0.00142971
0.0392699  0.0392699  0.11781  -0.00155927
0.0392699  0.0392699  0.19635  -0.000522736
0.0392699  0.0392699  0.274889  -0.000781871
0.0392699  0.0392699  0.353429  -0.00117057
0.0392699  0.0392699  0.431969  -0.000652303
0.0392699  0.0392699  0.510509  -0.000522736
0.0392699  0.0392699  0.589049  -0.000522736
0.0392699  0.0392699  0.667588  -0.000263602
0.0392699  0.0392699  0.746128  -0.000263602
0.0392699  0.0392699  0.824668  0.0001251
0.0392699  0.0392699  0.903208  -0.000393169
0.0392699  0.0392699  0.981748  -0.000134034
0.0392699  0.0392699  1.06029  -4.46725e-06
0.0392699  0.0392699  1.13883  -0.000522736
0.0392699  0.0392699  1.21737  0.0001251
0.0392699  0.0392699  1.29591  -0.000393169
0.0392699  0.0392699  1.37445  -0.000134034
0.0392699  0.0392699  1.45299  -4.46725e-06
0.0392699  0.0392699  1.53153  -4.46725e-06
0.0392699  0.11781  0.0392699  -0.000911438
0.0392699  0.11781  0.11781  -0.000263602
0.0392699  0.11781  0.19635  -0.000911438
0.0392699  0.11781  0.274889  -0.000652303
0.0392699  0.11781  0.353429  -0.000911438
0.0392699  0.11781  0.431969  -0.000781871
0.0392699  0.11781  0.510509  -0.000263602
0.0392699  0.11781  0.589049  -0.000134034
0.0392699  0.11781  0.667588  -4.46725e-06
0.0392699  0.11781  0.746128  -0.000393169
0.0392699  0.11781  0.824668  0.0001251
0.0392699  0.11781  0.903208  -0.000263602
0.0392699  0.11781  0.981748  -0.000134034
0.0392699  0.11781  1.06029  -4.46725e-06
0.0392699  0.11781  1.13883  -0.000134034
0.0392699  0.11781  1.21737  -4.46725e-06
0.0392699  0.11781  1.29591  -4.46725e-06
0.0392699  0.11781  1.37445  0.0001251
0.0392699  0.11781  1.45299  0.0001251
0.0392699  0.11781  1.53153  -4.46725e-06
0.0392699  0.19635  0.0392699  -0.000522736
0.0392699  0.19635  0.11781  -0.00130014
0.0392699  0.19635  0.19635  -0.000263602
0.0392699  0.19635  0.274889  -0.000393169
0.0392699  0.19635  0.353429  -0.000393169
0.0392699  0.19635  0.431969  -0.000781871
0.0392699  0.19635  0.510509  -0.000652303
0.0392699  0.19635  0.589049  -0.000263602
0.0392699  0.19635  0.667588  -0.000522736
0.0392699  0.19635  0.746128  -0.00104101
0.0392699  0.19635  0.824668  0.0001251
0.0392699  0.19635  0.903208  -0.000393169
0.0392699  0.19635  0.981748  -0.000134034
0.0392699  0.19635  1.06029  -0.000134034
0.0392699  0.19635  1.13883  -4.46725e-06
0.0392699  0.19635  1.21737  -0.000134034
0.0392699  0.19635  1.29591  0.0001251
0.0392699  0.19635  1.37445  -4.46725e-06
0.0392699  0.19635  1.45299  0.0001251
0.0392699  0.19635  1.53153  0.0001251
0.0392699  0.274889  0.0392699  -0.000652303
0.0392699  0.274889  0.11781  -0.000652303
0.0392699  0.274889  0.19635  -0.000134034
0.0392699  0.274889  0.274889  -0.00104101
0.0392699  0.274889  0.353429  -0.000522736
0.0392699  0.274889  0.431969  -0.000263602
0.0392699  0.274889  0.510509  -0.000134034
0.0392699  0.274889  0.589049  -0.000263602
0.0392699  0.274889  0.667588  -4.46725e-06
0.0392699  0.274889  0.746128  -0.000393169
0.0392699  0.274889  0.824668  0.0001251
0.0392699  0.274889  0.903208  -0.000393169
0.0392699  0.274889  0.981748  -4.46725e-06
0.0392699  0.274889  1.06029  -0.000393169
0.0392699  0.274889  1.13883  -0.000134034
0.0392699  0.274889  1.21737  -0.000263602
0.0392699  0.274889  1.29591  -4.46725e-06
0.0392699  0.274889  1.37445  -4.46725e-06
0.0392699  0.274889  1.45299  -4.46725e-06
0.0392699  0.274889  1.53153  0.0001251
0.0392699  0.353429  0.0392699  -0.000911438
0.0392699  0.353429  0.11781  -0.000393169
0.0392699  0.353429  0.19635  -0.000393169
0.0392699  0.353429  0.274889  -0.000393169
0.0392699  0.353429  0.353429  -0.000263602
0.0392699  0.353429  0.431969  -0.000393169
0.0392699  0.353429  0.510509  -0.000134034
0.0392699  0.353429  0.589049  -0.000263602
0.0392699  0.353429  0.667588  -0.000393169
0.0392699  0.353429  0.746128  -0.000911438
0.0392699  0.353429  0.824668  0.0001251
0.0392699  0.353429  0.903208  -4.46725e-06
0.0392699  0.353429  0.981748  -0.000652303
0.0392699  0.353429  1.06029  -4.46725e-06
0.0392699  0.353429  1.13883  -4.46725e-06
0.0392699  0.353429  1.21737  0.0001251
0.0392699  0.353429  1.29591  -0.000134034
0.0392699  0.353429  1.37445  0.0001251
0.0392699  0.353429  1.45299  0.0001251
0.0392699  0.353429  1.53153  -4.46725e-06
0.0392699  0.431969  0.0392699  -0.000134034
0.0392699  0.431969  0.11781  -0.000134034
0.0392699  0.431969  0.19635  -0.000393169
0.0392699  0.431969  0.274889  -0.000652303
0.0392699  0.431969  0.353429  -0.000522736
0.0392699  0.431969  0.431969  -0.000522736
0.0392699  0.431969  0.510509  -0.000134034
0.0392699  0.431969  0.589049  -0.000134034
0.0392699  0.431969  0.667588  -0.000522736
0.0392699  0.431969  0.746128  -0.000781871
0.0392699  0.431969  0.824668  0.0001251
0.0392699  0.431969  0.903208  0.0001251
0.0392699  0.431969  0.981748  -4.46725e-06
0.0392699  0.431969  1.06029  -0.000263602
0.0392699  0.431969  1.13883  0.0001251
0.0392699  0.431969  1.21737  -4.46725e-06
0.0392699  0.431969  1.29591  0.0001251
0.0392699  0.431969  1.37445  0.0001251
0.0392699  0.431969  1.45299  0.0001251
0.0392699  0.431969  1.53153  0.0001251
0.0392699  0.510509  0.0392699  -0.000134034
0.0392699  0.510509  0.11781  -0.000263602
0.0392699  0.510509  0.19635  -0.000393169
0.0392699  0.510509  0.274889  -0.000652303
0.0392699  0.510509  0.353429  -0.000393169
0.0392699  0.510509  0.431969  -0.000393169
0.0392699  0.510509  0.510509  0.0001251
0.0392699  0.510509  0.589049  -0.000781871
0.0392699  0.510509  0.667588  -0.000263602
0.0392699  0.510509  0.746128  -0.000911438
0.0392699  0.510509  0.824668  0.0001251
0.0392699  0.510509  0.903208  -4.46725e-06
0.0392699  0.510509  0.981748  -0.000393169
0.0392699  0.510509  1.06029  -0.000134034
0.0392699  0.510509  1.13883  0.0001251
