x  y  z   error
0.0392699  0.0392699  0.0392699  -0.000779877
0.0392699  0.0392699  0.11781  -0.000521312
0.0392699  0.0392699  0.19635  -0.00090916
0.0392699  0.0392699  0.274889  -0.000521312
0.0392699  0.0392699  0.353429  -0.00090916
0.0392699  0.0392699  0.431969  -4.18248e-06
0.0392699  0.0392699  0.510509  -0.000133465
0.0392699  0.0392699  0.589049  -4.18248e-06
0.0392699  0.0392699  0.667588  -0.000650595
0.0392699  0.0392699  0.746128  -0.00129701
0.0392699  0.0392699  0.824668  0.0001251
0.0392699  0.0392699  0.903208  -0.000133465
0.0392699  0.0392699  0.981748  -4.18248e-06
0.0392699  0.0392699  1.06029  -0.000133465
0.0392699  0.0392699  1.13883  0.0001251
0.0392699  0.0392699  1.21737  0.0001251
0.0392699  0.0392699  1.29591  0.0001251
0.0392699  0.0392699  1.37445  -4.18248e-06
0.0392699  0.0392699  1.45299  -4.18248e-06
0.0392699  0.0392699  1.53153  0.0001251
0.0392699  0.11781  0.0392699  -0.000133465
0.0392699  0.11781  0.11781  -0.000779877
0.0392699  0.11781  0.19635  -0.00039203
0.0392699  0.11781  0.274889  -0.00103844
0.0392699  0.11781  0.353429  -0.000650595
0.0392699  0.11781  0.431969  -0.000779877
0.0392699  0.11781  0.510509  -0.00039203
0.0392699  0.11781  0.589049  -0.000521312
0.0392699  0.11781  0.667588  -0.000133465
0.0392699  0.11781  0.746128  -0.000521312
0.0392699  0.11781  0.824668  0.0001251
0.0392699  0.11781  0.903208  -0.000133465
0.0392699  0.11781  0.981748  -0.000262747
0.0392699  0.11781  1.06029  -4.18248e-06
0.0392699  0.11781  1.13883  -0.000521312
0.0392699  0.11781  1.21737  -4.18248e-06
0.0392699  0.11781  1.29591  0.0001251
0.0392699  0.11781  1.37445  -4.18248e-06
0.0392699  0.11781  1.45299  -4.18248e-06
0.0392699  0.11781  1.53153  0.0001251
0.0392699  0.19635  0.0392699  -0.00090916
0.0392699  0.19635  0.11781  -0.000650595
0.0392699  0.19635  0.19635  -0.000262747
0.0392699  0.19635  0.274889  -0.000779877
0.0392699  0.19635  0.353429  -0.000521312
0.0392699  0.19635  0.431969  -0.000262747
0.0392699  0.19635  0.510509  -0.00039203
0.0392699  0.19635  0.589049  -0.000133465
0.0392699  0.19635  0.667588  -0.00129701
0.0392699  0.19635  0.746128  -0.000650595
0.0392699  0.19635  0.824668  0.0001251
0.0392699  0.19635  0.903208  -0.000262747
0.0392699  0.19635  0.981748  -0.000650595
0.0392699  0.19635  1.06029  0.0001251
0.0392699  0.19635  1.13883  -4.18248e-06
0.0392699  0.19635  1.21737  -4.18248e-06
0.0392699  0.19635  1.29591  -0.000133465
0.0392699  0.19635  1.37445  -4.18248e-06
0.0392699  0.19635  1.45299  -4.18248e-06
0.0392699  0.19635  1.53153  0.0001251
0.0392699  0.274889  0.0392699  -0.000521312
