Size(A)  Probability_real    Probability_expected
21.6375  0  1.19005e-16
21.6625  0  1.1569e-16
21.6875  0  1.12469e-16
21.7125  0  1.0934e-16
21.7375  0  1.06301e-16
21.7625  0  1.03348e-16
21.7875  0  1.0048e-16
21.8125  0  9.76933e-17
21.8375  0  9.49859e-17
21.8625  0  9.23555e-17
21.8875  0  8.97999e-17
21.9125  0  8.73169e-17
21.9375  0  8.49043e-17
21.9625  0  8.25602e-17
21.9875  0  8.02824e-17
22.0125  0  7.80692e-17
22.0375  0  7.59186e-17
22.0625  0  7.38289e-17
22.0875  0  7.17981e-17
22.1125  0  6.98247e-17
22.1375  0  6.7907e-17
22.1625  0  6.60433e-17
22.1875  0  6.42321e-17
22.2125  0  6.24719e-17
22.2375  0  6.07612e-17
22.2625  0  5.90986e-17
22.2875  0  5.74827e-17
22.3125  0  5.59121e-17
22.3375  0  5.43856e-17
22.3625  0  5.29018e-17
22.3875  0  5.14596e-17
22.4125  0  5.00577e-17
22.4375  0  4.86951e-17
22.4625  0  4.73705e-17
22.4875  0  4.60828e-17
22.5125  0  4.48312e-17
22.5375  0  4.36144e-17
22.5625  0  4.24314e-17
22.5875  0  4.12815e-17
22.6125  0  4.01635e-17
22.6375  0  3.90765e-17
22.6625  0  3.80198e-17
22.6875  0  3.69924e-17
22.7125  0  3.59935e-17
22.7375  0  3.50223e-17
22.7625  0  3.40779e-17
22.7875  0  3.31597e-17
22.8125  0  3.22669e-17
22.8375  0  3.13988e-17
22.8625  0  3.05546e-17
22.8875  0  2.97337e-17
22.9125  0  2.89355e-17
22.9375  0  2.81592e-17
22.9625  0  2.74043e-17
22.9875  0  2.66702e-17
23.0125  0  2.59563e-17
23.0375  0  2.52619e-17
23.0625  0  2.45867e-17
23.0875  0  2.39299e-17
23.1125  0  2.32912e-17
23.1375  0  2.26699e-17
23.1625  0  2.20657e-17
23.1875  0  2.1478e-17
23.2125  0  2.09063e-17
23.2375  0  2.03503e-17
23.2625  0  1.98094e-17
23.2875  0  1.92833e-17
23.3125  0  1.87716e-17
23.3375  0  1.82737e-17
23.3625  0  1.77894e-17
23.3875  0  1.73183e-17
23.4125  0  1.686e-17
23.4375  0  1.64141e-17
23.4625  0  1.59804e-17
23.4875  0  1.55584e-17
23.5125  0  1.51478e-17
23.5375  0  1.47484e-17
23.5625  0  1.43597e-17
23.5875  0  1.39816e-17
23.6125  0  1.36137e-17
23.6375  0  1.32557e-17
