Step  Penalty
50  0.486037
100  0.472601
150  0.471375
200  0.471375
250  0.45796
300  0.448022
350  0.448022
400  0.443396
450  0.426014
500  0.425864
550  0.423765
600  0.402554
650  0.396192
700  0.392686
750  0.392686
800  0.375967
850  0.374037
900  0.374037
950  0.361583
1000  0.35006
1050  0.350006
1100  0.349419
1150  0.349419
1200  0.349419
1250  0.33587
1300  0.33587
1350  0.33587
1400  0.33091
1450  0.320722
1500  0.320722
1550  0.320082
1600  0.320082
1650  0.312334
1700  0.312334
1750  0.312334
1800  0.312334
1850  0.312334
1900  0.312334
1950  0.304638
2000  0.304638
2050  0.304638
2100  0.301836
2150  0.301836
2200  0.295328
2250  0.295328
2300  0.295328
2350  0.292367
2400  0.292367
2450  0.290655
2500  0.290655
2550  0.290655
2600  0.28964
2650  0.286848
2700  0.286848
2750  0.282716
2800  0.282103
2850  0.280933
2900  0.280693
2950  0.280693
3000  0.273338
3050  0.273338
3100  0.271306
3150  0.271306
3200  0.271306
3250  0.271306
3300  0.271306
3350  0.269716
3400  0.269716
3450  0.269716
3500  0.269716
3550  0.269716
3600  0.269716
3650  0.269716
3700  0.265564
3750  0.265365
3800  0.255114
3850  0.255114
3900  0.255114
3950  0.255114
4000  0.255114
4050  0.255114
4100  0.255114
4150  0.255114
4200  0.255114
4250  0.255114
4300  0.255114
4350  0.251571
4400  0.251571
4450  0.251571
4500  0.251374
4550  0.251374
4600  0.251374
4650  0.251374
4700  0.24638
4750  0.2419
4800  0.241838
4850  0.241838
4900  0.241838
4950  0.241838
5000  0.241109
5050  0.241109
5100  0.239102
5150  0.239102
5200  0.239102
5250  0.238502
5300  0.238502
5350  0.238502
5400  0.238502
5450  0.236716
5500  0.236716
5550  0.236716
5600  0.236716
5650  0.230695
5700  0.230695
5750  0.230695
5800  0.230695
5850  0.230695
5900  0.230695
5950  0.230695
6000  0.230695
6050  0.230695
6100  0.230695
6150  0.230695
6200  0.230695
6250  0.230695
6300  0.230695
6350  0.230695
6400  0.230695
6450  0.230695
6500  0.230695
6550  0.230695
6600  0.230695
6650  0.230695
6700  0.230695
6750  0.230695
6800  0.230695
6850  0.230695
6900  0.230695
6950  0.228967
7000  0.228967
7050  0.228967
7100  0.228967
7150  0.228967
7200  0.228967
7250  0.228967
7300  0.228967
7350  0.228967
7400  0.228967
7450  0.228967
7500  0.228967
7550  0.228967
7600  0.228967
7650  0.228967
7700  0.228967
7750  0.228967
7800  0.228967
7850  0.228967
7900  0.228967
7950  0.228967
8000  0.228967
8050  0.228967
8100  0.228967
8150  0.228967
8200  0.228967
8250  0.228967
8300  0.228967
8350  0.228967
8400  0.228967
8450  0.228967
8500  0.228967
8550  0.228967
8600  0.228967
8650  0.228967
8700  0.228967
8750  0.228967
8800  0.228967
8850  0.228967
8900  0.228967
8950  0.228967
9000  0.228967
9050  0.228967
9100  0.228967
9150  0.228967
9200  0.228967
9250  0.228967
9300  0.228967
9350  0.226377
9400  0.226377
9450  0.226377
9500  0.226377
9550  0.226377
9600  0.226377
9650  0.226377
9700  0.226377
9750  0.226377
9800  0.226377
9850  0.226377
9900  0.226377
9950  0.226377
10000  0.226377
10050  0.226377
10100  0.226377
10150  0.226377
10200  0.226377
10250  0.226377
10300  0.226377
10350  0.226377
10400  0.226377
10450  0.226377
10500  0.226377
10550  0.226377
10600  0.226377
10650  0.226377
10700  0.226377
10750  0.226377
10800  0.226377
10850  0.226377
10900  0.226377
10950  0.226377
11000  0.226377
11050  0.226377
11100  0.226377
11150  0.226377
11200  0.226377
11250  0.226377
11300  0.226377
11350  0.226377
11400  0.226377
11450  0.226377
11500  0.226377
11550  0.226377
11600  0.226377
11650  0.226377
11700  0.226377
11750  0.226377
11800  0.226377
11850  0.226377
11900  0.226377
11950  0.226377
12000  0.226377
12050  0.226377
12100  0.226377
12150  0.226377
12200  0.226377
