 Step "Avg Penalty" "Std deviation"
0 32 0.48799231914893604 0.008709670355431232
1 64 0.4833289787234042 0.008506001297011121
2 96 0.4787960212765957 0.009757348395795284
3 128 0.4758738297872341 0.00966747330939109
4 160 0.47407151063829783 0.009070293276674378
5 192 0.47241851063829793 0.00812323425862732
6 224 0.4707291489361703 0.008399671427266154
7 256 0.47032148936170215 0.0081587722192058
8 288 0.46942129787234044 0.007711494325708221
9 320 0.4676558297872341 0.007662308970082477
10 352 0.46748368085106384 0.00760207728220552
11 384 0.4669949574468085 0.007440593127238329
12 416 0.4667506808510638 0.00736016893741128
13 448 0.4661909148936171 0.007741842665810547
14 480 0.46594206382978726 0.007634931990256174
15 512 0.4653606808510639 0.007781838505543812
16 544 0.4647964680851065 0.007311608547969576
17 576 0.4643494893617023 0.007250317231057632
18 608 0.4640406808510639 0.00737214866651148
19 640 0.46360180851063837 0.007033770516581128
20 672 0.46342029787234046 0.007034417870649168
21 704 0.46291072340425543 0.006707827020345341
22 736 0.46278970212765974 0.0066592670536592714
23 768 0.4624535319148937 0.006540645181083347
24 800 0.4623628936170213 0.006460384199889022
25 832 0.46231136170212767 0.006416749446042282
26 864 0.4621563191489362 0.006327183964266312
27 896 0.4617345531914893 0.006900888322806578
28 928 0.461306744680851 0.007311731480144952
29 960 0.4611165531914894 0.007308251559794548
30 992 0.4605133829787234 0.006868550586148906
31 1024 0.45985751063829794 0.006603534616342378
32 1056 0.45961727659574475 0.006459730801707388
33 1088 0.45945814893617026 0.006514848321430726
34 1120 0.45916182978723413 0.0061649903498607345
35 1152 0.45916182978723413 0.0061649903498607345
36 1184 0.45910182978723413 0.00617097719102387
37 1216 0.4583104255319149 0.006296908723108505
38 1248 0.4583104255319149 0.006296908723108505
39 1280 0.4582396595744681 0.006208481468319016
40 1312 0.45813612765957445 0.006265922998794906
41 1344 0.4580144680851064 0.006233954446176417
42 1376 0.4580144680851064 0.006233954446176417
43 1408 0.4579082340425532 0.006174468402439913
