 Step "Avg Penalty" "Std deviation"
0 32 0.48747333333333337 0.009214200465962871
1 64 0.4769076458333334 0.011038168207747853
2 96 0.45757835416666665 0.012430442799476058
3 128 0.4301790416666667 0.0121150773198652
4 160 0.40079337499999995 0.012284607964241521
5 192 0.3716043541666667 0.0116061112927622
6 224 0.3472696458333333 0.009992205995631356
7 256 0.32690525 0.010766564191484751
8 288 0.30930989583333335 0.008920235874277557
9 320 0.2936533125 0.008535230092390782
10 352 0.28235566666666667 0.007451003414743868
11 384 0.272227875 0.006691356458943005
12 416 0.265757 0.005571337522286189
13 448 0.2587415416666667 0.0051879021011380835
14 480 0.2529348125 0.0057042801162764485
15 512 0.24812066666666666 0.0046116139895542585
16 544 0.24560087499999997 0.004751180944462256
17 576 0.2436674375 0.0051267522459892
18 608 0.24059202083333334 0.004705457327309558
19 640 0.2383782083333333 0.005393259954276004
20 672 0.23669825 0.00550236330463286
21 704 0.2352123125 0.0052786194727943644
22 736 0.23448883333333334 0.005085145042109496
23 768 0.23348660416666667 0.004555721900146198
24 800 0.23262320833333336 0.0044909904179810025
25 832 0.23199058333333333 0.004475068542602772
26 864 0.23139110416666667 0.004330314593453938
27 896 0.23087764583333334 0.004124471713377407
