Size(A)  Probability_real    Probability_expected
23.0625  0  1.72366e-19
23.0875  0  1.67465e-19
23.1125  0  1.62708e-19
23.1375  0  1.58088e-19
23.1625  0  1.53604e-19
23.1875  0  1.49249e-19
23.2125  0  1.45022e-19
23.2375  0  1.40917e-19
23.2625  0  1.36931e-19
23.2875  0  1.33061e-19
23.3125  0  1.29303e-19
23.3375  0  1.25653e-19
23.3625  0  1.2211e-19
23.3875  0  1.18669e-19
23.4125  0  1.15327e-19
23.4375  0  1.12081e-19
23.4625  0  1.0893e-19
23.4875  0  1.05869e-19
23.5125  0  1.02896e-19
23.5375  0  1.00009e-19
23.5625  0  9.72052e-20
23.5875  0  9.44818e-20
23.6125  0  9.18366e-20
23.6375  0  8.92673e-20
23.6625  0  8.67717e-20
23.6875  0  8.43477e-20
23.7125  0  8.1993e-20
23.7375  0  7.97058e-20
23.7625  0  7.7484e-20
23.7875  0  7.53256e-20
23.8125  0  7.32289e-20
23.8375  0  7.1192e-20
23.8625  0  6.92132e-20
23.8875  0  6.72908e-20
23.9125  0  6.54231e-20
23.9375  0  6.36086e-20
23.9625  0  6.18457e-20
23.9875  0  6.01328e-20
24.0125  0  5.84686e-20
24.0375  0  5.68516e-20
24.0625  0  5.52804e-20
24.0875  0  5.37538e-20
24.1125  0  5.22704e-20
24.1375  0  5.08289e-20
24.1625  0  4.94282e-20
24.1875  0  4.8067e-20
24.2125  0  4.67443e-20
24.2375  0  4.54589e-20
24.2625  0  4.42097e-20
24.2875  0  4.29957e-20
24.3125  0  4.18159e-20
24.3375  0  4.06693e-20
24.3625  0  3.95549e-20
24.3875  0  3.84718e-20
24.4125  0  3.74191e-20
24.4375  0  3.63959e-20
24.4625  0  3.54015e-20
24.4875  0  3.44348e-20
24.5125  0  3.34952e-20
24.5375  0  3.25819e-20
24.5625  0  3.16942e-20
24.5875  0  3.08312e-20
24.6125  0  2.99923e-20
24.6375  0  2.91768e-20
24.6625  0  2.8384e-20
24.6875  0  2.76133e-20
24.7125  0  2.68641e-20
24.7375  0  2.61357e-20
24.7625  0  2.54275e-20
24.7875  0  2.47391e-20
24.8125  0  2.40697e-20
24.8375  0  2.34189e-20
24.8625  0  2.27861e-20
24.8875  0  2.21708e-20
24.9125  0  2.15726e-20
24.9375  0  2.09909e-20
24.9625  0  2.04253e-20
24.9875  0  1.98753e-20
