x  y  z   error
0.0785398  0.0785398  0.0785398  -27.0913
0.0785398  0.0785398  0.235619  -25.5432
0.0785398  0.0785398  0.392699  -25.0272
0.0785398  0.0785398  0.549779  -11.0945
0.0785398  0.0785398  0.706858  -16.2548
0.0785398  0.0785398  0.863938  -13.6747
0.0785398  0.0785398  1.02102  -6.96633
0.0785398  0.0785398  1.1781  -11.0945
0.0785398  0.0785398  1.33518  -4.90223
0.0785398  0.0785398  1.49226  -0.258012
0.0785398  0.235619  0.0785398  -27.6073
0.0785398  0.235619  0.235619  -26.5753
0.0785398  0.235619  0.392699  -20.899
0.0785398  0.235619  0.549779  -14.7067
0.0785398  0.235619  0.706858  -12.1266
0.0785398  0.235619  0.863938  -7.99838
0.0785398  0.235619  1.02102  -10.0625
0.0785398  0.235619  1.1781  -7.48236
0.0785398  0.235619  1.33518  -4.90223
0.0785398  0.235619  1.49226  -0.774037
0.0785398  0.392699  0.0785398  -22.4471
0.0785398  0.392699  0.235619  -19.8669
0.0785398  0.392699  0.392699  -15.2227
0.0785398  0.392699  0.549779  -16.2548
0.0785398  0.392699  0.706858  -11.6106
0.0785398  0.392699  0.863938  -7.99838
0.0785398  0.392699  1.02102  -10.0625
0.0785398  0.392699  1.1781  -7.48236
0.0785398  0.392699  1.33518  -1.80609
0.0785398  0.392699  1.49226  -0.258012
0.0785398  0.549779  0.0785398  -19.3509
0.0785398  0.549779  0.235619  -19.3509
0.0785398  0.549779  0.392699  -17.2868
0.0785398  0.549779  0.549779  -10.5785
0.0785398  0.549779  0.706858  -8.5144
0.0785398  0.549779  0.863938  -9.54645
0.0785398  0.549779  1.02102  -4.90223
0.0785398  0.549779  1.1781  -12.6426
0.0785398  0.549779  1.33518  -2.83813
0.0785398  0.549779  1.49226  -0.774037
0.0785398  0.706858  0.0785398  -15.7387
0.0785398  0.706858  0.235619  -15.7387
0.0785398  0.706858  0.392699  -7.48236
0.0785398  0.706858  0.549779  -14.7067
0.0785398  0.706858  0.706858  -8.5144
0.0785398  0.706858  0.863938  -6.96633
0.0785398  0.706858  1.02102  -5.93428
0.0785398  0.706858  1.1781  -4.90223
0.0785398  0.706858  1.33518  -0.774037
0.0785398  0.706858  1.49226  0.258012
0.0785398  0.863938  0.0785398  -14.1907
0.0785398  0.863938  0.235619  -12.1266
0.0785398  0.863938  0.392699  -7.99838
0.0785398  0.863938  0.549779  -10.5785
0.0785398  0.863938  0.706858  -9.03043
0.0785398  0.863938  0.863938  -5.93428
0.0785398  0.863938  1.02102  -3.87018
0.0785398  0.863938  1.1781  -4.38621
0.0785398  0.863938  1.33518  -1.29006
0.0785398  0.863938  1.49226  0.258012
0.0785398  1.02102  0.0785398  -11.6106
0.0785398  1.02102  0.235619  -9.54645
0.0785398  1.02102  0.392699  -10.0625
0.0785398  1.02102  0.549779  -5.41826
0.0785398  1.02102  0.706858  -4.90223
0.0785398  1.02102  0.863938  -9.54645
0.0785398  1.02102  1.02102  -2.32211
0.0785398  1.02102  1.1781  -3.87018
0.0785398  1.02102  1.33518  -2.83813
0.0785398  1.02102  1.49226  -0.774037
0.0785398  1.1781  0.0785398  -5.93428
0.0785398  1.1781  0.235619  -5.93428
0.0785398  1.1781  0.392699  -4.38621
0.0785398  1.1781  0.549779  -8.5144
0.0785398  1.1781  0.706858  -5.41826
0.0785398  1.1781  0.863938  -5.41826
0.0785398  1.1781  1.02102  -3.35416
0.0785398  1.1781  1.1781  -2.83813
0.0785398  1.1781  1.33518  -2.83813
0.0785398  1.1781  1.49226  -0.774037
0.0785398  1.33518  0.0785398  -4.38621
0.0785398  1.33518  0.235619  -2.32211
0.0785398  1.33518  0.392699  -2.83813
0.0785398  1.33518  0.549779  -2.32211
0.0785398  1.33518  0.706858  -3.87018
0.0785398  1.33518  0.863938  -2.83813
0.0785398  1.33518  1.02102  -1.80609
0.0785398  1.33518  1.1781  -0.774037
0.0785398  1.33518  1.33518  -2.83813
0.0785398  1.33518  1.49226  0.258012
0.0785398  1.49226  0.0785398  -0.774037
0.0785398  1.49226  0.235619  -1.29006
0.0785398  1.49226  0.392699  -1.80609
0.0785398  1.49226  0.549779  -0.258012
0.0785398  1.49226  0.706858  -1.80609
0.0785398  1.49226  0.863938  -0.774037
0.0785398  1.49226  1.02102  -0.774037
0.0785398  1.49226  1.1781  0.258012
0.0785398  1.49226  1.33518  0.258012
0.0785398  1.49226  1.49226  0.258012
0.235619  0.0785398  0.0785398  -26.5753
0.235619  0.0785398  0.235619  -22.9631
0.235619  0.0785398  0.392699  -17.2868
0.235619  0.0785398  0.549779  -14.7067
0.235619  0.0785398  0.706858  -15.7387
0.235619  0.0785398  0.863938  -12.1266
0.235619  0.0785398  1.02102  -5.93428
0.235619  0.0785398  1.1781  -8.5144
0.235619  0.0785398  1.33518  -3.87018
0.235619  0.0785398  1.49226  -1.29006
0.235619  0.235619  0.0785398  -18.8349
0.235619  0.235619  0.235619  -21.415
0.235619  0.235619  0.392699  -11.6106
0.235619  0.235619  0.549779  -13.6747
0.235619  0.235619  0.706858  -13.1586
0.235619  0.235619  0.863938  -5.41826
0.235619  0.235619  1.02102  -6.45031
0.235619  0.235619  1.1781  -5.41826
0.235619  0.235619  1.33518  -2.83813
0.235619  0.235619  1.49226  0.258012
0.235619  0.392699  0.0785398  -15.2227
0.235619  0.392699  0.235619  -17.2868
0.235619  0.392699  0.392699  -9.54645
0.235619  0.392699  0.549779  -16.7708
