x  y  z   error
0.0392699  0.0392699  0.0392699  -33.4384
0.0392699  0.0392699  0.11781  -25.182
0.0392699  0.0392699  0.19635  -21.0538
0.0392699  0.0392699  0.274889  -30.9615
0.0392699  0.0392699  0.353429  -18.5769
0.0392699  0.0392699  0.431969  -18.5769
0.0392699  0.0392699  0.510509  -17.7512
0.0392699  0.0392699  0.589049  -15.2743
0.0392699  0.0392699  0.667588  -16.9256
0.0392699  0.0392699  0.746128  -32.6128
0.0392699  0.0392699  0.824668  0.41282
0.0392699  0.0392699  0.903208  -7.01793
0.0392699  0.0392699  0.981748  -8.66921
0.0392699  0.0392699  1.06029  -6.19229
0.0392699  0.0392699  1.13883  -13.623
0.0392699  0.0392699  1.21737  -6.19229
0.0392699  0.0392699  1.29591  -5.36666
0.0392699  0.0392699  1.37445  -2.88974
0.0392699  0.0392699  1.45299  0.41282
0.0392699  0.0392699  1.53153  -1.23846
0.0392699  0.11781  0.0392699  -28.4846
0.0392699  0.11781  0.11781  -21.0538
0.0392699  0.11781  0.19635  -21.8794
0.0392699  0.11781  0.274889  -20.2282
0.0392699  0.11781  0.353429  -16.9256
0.0392699  0.11781  0.431969  -20.2282
0.0392699  0.11781  0.510509  -23.5307
0.0392699  0.11781  0.589049  -11.1461
0.0392699  0.11781  0.667588  -8.66921
0.0392699  0.11781  0.746128  -29.3102
0.0392699  0.11781  0.824668  0.41282
0.0392699  0.11781  0.903208  -15.2743
0.0392699  0.11781  0.981748  -7.84357
0.0392699  0.11781  1.06029  -11.1461
0.0392699  0.11781  1.13883  -11.9718
0.0392699  0.11781  1.21737  -7.01793
0.0392699  0.11781  1.29591  -7.84357
0.0392699  0.11781  1.37445  -2.0641
0.0392699  0.11781  1.45299  0.41282
0.0392699  0.11781  1.53153  -1.23846
0.0392699  0.19635  0.0392699  -25.182
0.0392699  0.19635  0.11781  -22.7051
0.0392699  0.19635  0.19635  -26.0076
0.0392699  0.19635  0.274889  -21.8794
0.0392699  0.19635  0.353429  -16.9256
0.0392699  0.19635  0.431969  -19.4025
0.0392699  0.19635  0.510509  -11.9718
0.0392699  0.19635  0.589049  -16.9256
0.0392699  0.19635  0.667588  -15.2743
0.0392699  0.19635  0.746128  -27.6589
0.0392699  0.19635  0.824668  0.41282
0.0392699  0.19635  0.903208  -9.49485
0.0392699  0.19635  0.981748  -11.9718
0.0392699  0.19635  1.06029  -11.1461
0.0392699  0.19635  1.13883  -7.84357
0.0392699  0.19635  1.21737  -0.41282
0.0392699  0.19635  1.29591  -6.19229
0.0392699  0.19635  1.37445  -2.88974
0.0392699  0.19635  1.45299  0.41282
0.0392699  0.19635  1.53153  -0.41282
0.0392699  0.274889  0.0392699  -27.6589
0.0392699  0.274889  0.11781  -15.2743
0.0392699  0.274889  0.19635  -22.7051
0.0392699  0.274889  0.274889  -12.7974
0.0392699  0.274889  0.353429  -23.5307
0.0392699  0.274889  0.431969  -23.5307
0.0392699  0.274889  0.510509  -20.2282
0.0392699  0.274889  0.589049  -14.4487
0.0392699  0.274889  0.667588  -13.623
0.0392699  0.274889  0.746128  -30.9615
0.0392699  0.274889  0.824668  0.41282
0.0392699  0.274889  0.903208  -11.9718
0.0392699  0.274889  0.981748  -11.9718
0.0392699  0.274889  1.06029  -7.84357
0.0392699  0.274889  1.13883  -3.71538
0.0392699  0.274889  1.21737  -4.54102
0.0392699  0.274889  1.29591  -4.54102
0.0392699  0.274889  1.37445  -2.0641
0.0392699  0.274889  1.45299  -1.23846
0.0392699  0.274889  1.53153  -0.41282
0.0392699  0.353429  0.0392699  -25.182
0.0392699  0.353429  0.11781  -16.9256
0.0392699  0.353429  0.19635  -12.7974
0.0392699  0.353429  0.274889  -21.8794
0.0392699  0.353429  0.353429  -17.7512
0.0392699  0.353429  0.431969  -23.5307
0.0392699  0.353429  0.510509  -18.5769
0.0392699  0.353429  0.589049  -25.182
0.0392699  0.353429  0.667588  -13.623
0.0392699  0.353429  0.746128  -26.8333
0.0392699  0.353429  0.824668  0.41282
0.0392699  0.353429  0.903208  -8.66921
0.0392699  0.353429  0.981748  -8.66921
0.0392699  0.353429  1.06029  -5.36666
0.0392699  0.353429  1.13883  -6.19229
0.0392699  0.353429  1.21737  -7.01793
0.0392699  0.353429  1.29591  -2.88974
0.0392699  0.353429  1.37445  -2.88974
0.0392699  0.353429  1.45299  0.41282
0.0392699  0.353429  1.53153  -1.23846
0.0392699  0.431969  0.0392699  -21.8794
0.0392699  0.431969  0.11781  -21.8794
0.0392699  0.431969  0.19635  -18.5769
0.0392699  0.431969  0.274889  -16.1
0.0392699  0.431969  0.353429  -18.5769
0.0392699  0.431969  0.431969  -16.1
0.0392699  0.431969  0.510509  -13.623
0.0392699  0.431969  0.589049  -12.7974
0.0392699  0.431969  0.667588  -9.49485
0.0392699  0.431969  0.746128  -20.2282
0.0392699  0.431969  0.824668  0.41282
0.0392699  0.431969  0.903208  -11.1461
0.0392699  0.431969  0.981748  -6.19229
0.0392699  0.431969  1.06029  -1.23846
0.0392699  0.431969  1.13883  -7.84357
0.0392699  0.431969  1.21737  -6.19229
0.0392699  0.431969  1.29591  0.41282
0.0392699  0.431969  1.37445  -2.88974
0.0392699  0.431969  1.45299  -1.23846
0.0392699  0.431969  1.53153  0.41282
0.0392699  0.510509  0.0392699  -21.8794
0.0392699  0.510509  0.11781  -25.182
0.0392699  0.510509  0.19635  -21.8794
0.0392699  0.510509  0.274889  -13.623
0.0392699  0.510509  0.353429  -16.9256
0.0392699  0.510509  0.431969  -18.5769
0.0392699  0.510509  0.510509  -10.3205
0.0392699  0.510509  0.589049  -21.8794
0.0392699  0.510509  0.667588  -11.1461
0.0392699  0.510509  0.746128  -21.8794
0.0392699  0.510509  0.824668  0.41282
0.0392699  0.510509  0.903208  -14.4487
0.0392699  0.510509  0.981748  -5.36666
0.0392699  0.510509  1.06029  -7.01793
0.0392699  0.510509  1.13883  -2.0641
0.0392699  0.510509  1.21737  -2.88974
0.0392699  0.510509  1.29591  -5.36666
0.0392699  0.510509  1.37445  -2.88974
0.0392699  0.510509  1.45299  -2.0641
0.0392699  0.510509  1.53153  0.41282
0.0392699  0.589049  0.0392699  -18.5769
0.0392699  0.589049  0.11781  -18.5769
0.0392699  0.589049  0.19635  -16.9256
0.0392699  0.589049  0.274889  -18.5769
0.0392699  0.589049  0.353429  -14.4487
0.0392699  0.589049  0.431969  -15.2743
0.0392699  0.589049  0.510509  -14.4487
0.0392699  0.589049  0.589049  -11.9718
0.0392699  0.589049  0.667588  -6.19229
0.0392699  0.589049  0.746128  -21.0538
0.0392699  0.589049  0.824668  0.41282
0.0392699  0.589049  0.903208  -9.49485
0.0392699  0.589049  0.981748  -4.54102
0.0392699  0.589049  1.06029  -7.01793
0.0392699  0.589049  1.13883  -7.01793
0.0392699  0.589049  1.21737  -7.01793
0.0392699  0.589049  1.29591  -0.41282
0.0392699  0.589049  1.37445  -1.23846
0.0392699  0.589049  1.45299  -2.0641
0.0392699  0.589049  1.53153  -1.23846
0.0392699  0.667588  0.0392699  -16.9256
0.0392699  0.667588  0.11781  -18.5769
0.0392699  0.667588  0.19635  -13.623
0.0392699  0.667588  0.274889  -10.3205
0.0392699  0.667588  0.353429  -16.9256
0.0392699  0.667588  0.431969  -9.49485
0.0392699  0.667588  0.510509  -15.2743
0.0392699  0.667588  0.589049  -9.49485
0.0392699  0.667588  0.667588  -9.49485
0.0392699  0.667588  0.746128  -16.9256
0.0392699  0.667588  0.824668  0.41282
0.0392699  0.667588  0.903208  -5.36666
0.0392699  0.667588  0.981748  -4.54102
0.0392699  0.667588  1.06029  -3.71538
0.0392699  0.667588  1.13883  -2.88974
0.0392699  0.667588  1.21737  -3.71538
0.0392699  0.667588  1.29591  -0.41282
0.0392699  0.667588  1.37445  -2.0641
0.0392699  0.667588  1.45299  -0.41282
0.0392699  0.667588  1.53153  0.41282
0.0392699  0.746128  0.0392699  -28.4846
0.0392699  0.746128  0.11781  -23.5307
0.0392699  0.746128  0.19635  -26.0076
0.0392699  0.746128  0.274889  -26.0076
0.0392699  0.746128  0.353429  -23.5307
0.0392699  0.746128  0.431969  -17.7512
0.0392699  0.746128  0.510509  -23.5307
0.0392699  0.746128  0.589049  -13.623
0.0392699  0.746128  0.667588  -14.4487
0.0392699  0.746128  0.746128  -40.0435
0.0392699  0.746128  0.824668  0.41282
0.0392699  0.746128  0.903208  -15.2743
0.0392699  0.746128  0.981748  -19.4025
0.0392699  0.746128  1.06029  -10.3205
0.0392699  0.746128  1.13883  -12.7974
0.0392699  0.746128  1.21737  -7.01793
0.0392699  0.746128  1.29591  -6.19229
0.0392699  0.746128  1.37445  -2.0641
0.0392699  0.746128  1.45299  -0.41282
0.0392699  0.746128  1.53153  -0.41282
0.0392699  0.824668  0.0392699  0.41282
0.0392699  0.824668  0.11781  0.41282
0.0392699  0.824668  0.19635  0.41282
0.0392699  0.824668  0.274889  0.41282
0.0392699  0.824668  0.353429  0.41282
0.0392699  0.824668  0.431969  0.41282
0.0392699  0.824668  0.510509  0.41282
0.0392699  0.824668  0.589049  0.41282
0.0392699  0.824668  0.667588  0.41282
0.0392699  0.824668  0.746128  0.41282
0.0392699  0.824668  0.824668  0.41282
0.0392699  0.824668  0.903208  0.41282
0.0392699  0.824668  0.981748  0.41282
0.0392699  0.824668  1.06029  0.41282
0.0392699  0.824668  1.13883  0.41282
0.0392699  0.824668  1.21737  0.41282
0.0392699  0.824668  1.29591  0.41282
0.0392699  0.824668  1.37445  0.41282
0.0392699  0.824668  1.45299  0.41282
0.0392699  0.824668  1.53153  0.41282
0.0392699  0.903208  0.0392699  -8.66921
0.0392699  0.903208  0.11781  -9.49485
0.0392699  0.903208  0.19635  -11.9718
0.0392699  0.903208  0.274889  -7.84357
0.0392699  0.903208  0.353429  -10.3205
0.0392699  0.903208  0.431969  -11.1461
0.0392699  0.903208  0.510509  -10.3205
0.0392699  0.903208  0.589049  -3.71538
0.0392699  0.903208  0.667588  -6.19229
0.0392699  0.903208  0.746128  -15.2743
0.0392699  0.903208  0.824668  0.41282
0.0392699  0.903208  0.903208  -3.71538
0.0392699  0.903208  0.981748  -3.71538
0.0392699  0.903208  1.06029  -5.36666
0.0392699  0.903208  1.13883  -3.71538
0.0392699  0.903208  1.21737  -0.41282
0.0392699  0.903208  1.29591  -0.41282
0.0392699  0.903208  1.37445  -0.41282
0.0392699  0.903208  1.45299  -0.41282
0.0392699  0.903208  1.53153  0.41282
0.0392699  0.981748  0.0392699  -11.1461
0.0392699  0.981748  0.11781  -11.1461
0.0392699  0.981748  0.19635  -10.3205
0.0392699  0.981748  0.274889  -11.1461
0.0392699  0.981748  0.353429  -4.54102
0.0392699  0.981748  0.431969  -7.01793
0.0392699  0.981748  0.510509  -7.01793
0.0392699  0.981748  0.589049  -6.19229
0.0392699  0.981748  0.667588  -4.54102
0.0392699  0.981748  0.746128  -7.84357
0.0392699  0.981748  0.824668  0.41282
0.0392699  0.981748  0.903208  -3.71538
0.0392699  0.981748  0.981748  -7.01793
0.0392699  0.981748  1.06029  -1.23846
0.0392699  0.981748  1.13883  -2.88974
0.0392699  0.981748  1.21737  -2.0641
0.0392699  0.981748  1.29591  -1.23846
0.0392699  0.981748  1.37445  -2.88974
0.0392699  0.981748  1.45299  -0.41282
0.0392699  0.981748  1.53153  0.41282
0.0392699  1.06029  0.0392699  -6.19229
